codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P1365,Ingeniería de Sistemas,9,8.66,14.96,120,65.0,No,Sí,1.0,2.0,1.0,23,1874,No,2018,No,26,Exceso de carga laboral,6.93
P1366,Ciencia de la Computación,9,17.09,15.31,140,100.0,No,Sí,3.0,1.0,1.0,22,2315,No,2018,Sí,36,,10.61
P1367,Ingeniería de Software,8,10.28,18.78,113,100.0,Sí,Sí,2.0,4.0,2.0,22,10000,No,2019,Sí,100,,10.23
P1368,Ingeniería de Sistemas,9,9.26,14.02,116,100.0,Sí,Sí,3.0,3.0,2.0,20,9515,No,2020,Sí,100,,9.53
P1369,Ingeniería de Software,10,12.14,16.64,126,75.0,No,Sí,1.0,2.0,2.0,21,2306,No,2018,No,43,Salud u otros,6.1
P1370,Ingeniería de Sistemas,8,14.06,14.97,88,100.0,No,No,6.0,6.0,2.0,23,3674,No,2020,No,78,Exceso de carga laboral,11.23
P1371,Ciencia de la Computación,7,12.0,19.27,100,100.0,No,Sí,3.0,5.0,2.0,19,4460,No,2021,Sí,64,,10.39
P1372,Ingeniería de Sistemas,3,17.54,16.28,23,99.0,No,No,4.0,1.0,3.0,20,3603,No,2020,Sí,54,,13.79
P1373,Ciencia de la Computación,2,13.23,16.66,11,98.0,No,Sí,3.0,1.0,4.0,21,600,No,2020,No,31,Bajo rendimiento,7.42
P1374,Ciencia de la Computación,1,17.69,19.15,11,98.0,No,No,3.0,8.0,1.0,21,6001,No,2020,Sí,82,,11.48
P1375,Ingeniería de Software,7,5.21,13.81,107,80.0,Sí,Sí,2.0,9.0,2.0,20,7989,No,2019,Sí,73,,1.52
P1376,Ingeniería de Sistemas,8,14.86,15.69,87,90.0,No,Sí,1.0,1.0,1.0,21,1623,No,2019,Sí,30,,8.69
P1377,Ingeniería de Software,2,19.85,19.94,11,90.0,No,No,4.0,3.0,1.0,20,1274,No,2020,Sí,29,,12.86
P1378,Ingeniería de Sistemas,9,10.22,15.09,131,70.0,No,Sí,3.0,7.0,1.0,20,2921,No,2020,Sí,45,,7.04
P1379,Ciencia de la Computación,7,20.0,19.69,76,98.0,No,No,4.0,1.0,3.0,20,1610,No,2019,Sí,45,,12.57
P1380,Ingeniería de Software,1,0.38,1.66,0,95.0,No,Sí,2.0,2.0,2.0,22,3987,No,2019,Sí,33,,0.0
P1381,Ciencia de la Computación,1,0.22,0.25,0,97.0,No,Sí,2.0,1.0,2.0,20,2560,No,2019,No,21,Problemas económicos,3.28
P1382,Ingeniería de Sistemas,8,16.93,17.42,71,80.0,No,No,1.0,5.0,2.0,20,2442,No,2019,Sí,41,,11.17
P1383,Ingeniería de Software,2,18.46,19.38,12,70.0,No,No,2.0,2.0,1.0,21,1206,No,2020,Sí,20,,11.8
P1384,Ingeniería de Software,2,16.2,17.63,12,100.0,No,No,7.0,1.0,2.0,21,797,No,2020,Sí,39,,12.13
P1385,Ingeniería de Sistemas,7,16.25,17.33,14,75.0,No,Sí,4.0,3.0,1.0,19,779,No,2020,Sí,16,,8.98
P1386,Ingeniería de Software,7,12.33,15.67,32,90.0,No,Sí,2.0,3.0,1.0,23,3626,No,2019,Sí,62,,9.16
P1387,Ingeniería de Software,3,11.16,11.16,23,85.0,No,Sí,2.0,4.0,2.0,20,1677,No,2020,No,22,Salud u otros,6.66
P1388,Ingeniería de Sistemas,3,14.51,13.72,25,90.0,No,Sí,1.0,5.0,1.0,21,3341,No,2019,Sí,63,,7.95
P1389,Ingeniería de Sistemas,10,11.97,14.5,106,80.0,No,Sí,2.0,3.0,5.0,24,3634,No,2017,Sí,55,,9.15
P1390,Ingeniería de Software,2,12.1,14.08,11,90.0,No,Sí,4.0,2.0,2.0,19,2045,No,2020,Sí,37,,9.49
P1391,Ingeniería de Sistemas,10,9.4,13.8,104,90.0,No,Sí,4.0,1.0,4.0,22,1192,No,2018,Sí,17,,5.22
P1392,Ciencia de la Computación,2,18.83,18.7,11,90.0,No,No,3.0,4.0,2.0,20,3555,No,2019,No,71,Problemas económicos,11.08
P1393,Ciencia de la Computación,2,12.53,16.41,11,99.0,No,Sí,2.0,4.0,2.0,20,1956,No,2020,Sí,32,,8.69
P1394,Ingeniería de Sistemas,8,19.55,17.03,131,100.0,No,No,6.0,2.0,5.0,22,3493,No,2018,Sí,53,,14.84
P1395,Ciencia de la Computación,6,14.24,16.16,50,80.0,No,Sí,1.0,3.0,1.0,22,2326,No,2018,Sí,38,,5.48
P1396,Ingeniería de Software,8,8.6,14.48,144,77.0,No,Sí,2.0,6.0,2.0,20,5158,No,2019,No,80,Bajo rendimiento,8.32
P1397,Ingeniería de Sistemas,1,18.81,18.84,12,100.0,No,No,2.0,8.0,2.0,19,1915,No,2020,Sí,45,,12.01
P1398,Ciencia de la Computación,6,11.52,16.33,63,70.0,No,Sí,5.0,7.0,3.0,22,3274,No,2020,No,63,Exceso de carga laboral,8.47
P1399,Ciencia de la Computación,6,6.86,13.8,92,100.0,Sí,Sí,3.0,5.0,1.0,21,9629,No,2020,Sí,100,,6.53
P1400,Ciencia de la Computación,6,14.55,19.66,77,100.0,No,No,2.0,5.0,4.0,20,6812,No,2020,Sí,94,,11.27
P1401,Ciencia de la Computación,7,15.75,14.74,58,60.0,No,Sí,1.0,2.0,1.0,22,3561,No,2016,No,46,Exceso de carga laboral,8.13
P1402,Ciencia de la Computación,4,20.0,18.55,34,96.0,No,No,3.0,2.0,1.0,21,1971,No,2019,No,37,Problemas económicos,12.2
P1403,Ingeniería de Sistemas,7,12.52,15.04,130,90.0,No,Sí,2.0,6.0,4.0,25,2868,No,2017,No,32,Salud u otros,10.86
P1404,Ciencia de la Computación,1,12.94,14.41,12,96.0,No,Sí,4.0,3.0,2.0,20,1419,No,2020,Sí,40,,8.44
P1405,Ingeniería de Sistemas,9,12.92,18.08,123,100.0,No,Sí,3.0,2.0,2.0,21,4710,No,2021,Sí,72,,7.88
P1406,Ciencia de la Computación,2,14.66,15.51,11,100.0,No,No,2.0,1.0,2.0,20,2359,No,2020,No,41,Problemas económicos,11.67
P1407,Ingeniería de Software,2,15.51,16.33,12,90.0,No,No,4.0,3.0,1.0,20,1970,No,2019,Sí,37,,11.95
P1408,Ciencia de la Computación,9,7.34,14.66,118,70.0,Sí,Sí,1.0,8.0,2.0,24,3705,No,2018,No,28,Salud u otros,6.33
P1409,Ingeniería de Sistemas,10,12.01,18.39,135,100.0,No,Sí,2.0,1.0,1.0,21,3636,No,2020,Sí,52,,8.44
P1410,Ingeniería de Software,9,14.43,20.0,125,55.0,No,No,2.0,3.0,1.0,20,2934,No,2020,No,51,Problemas económicos,14.27
P1411,Ciencia de la Computación,5,9.44,16.13,66,100.0,Sí,Sí,2.0,4.0,2.0,21,3316,No,2021,No,35,Problemas económicos,8.82
P1412,Ingeniería de Sistemas,8,14.7,15.01,111,70.0,No,Sí,2.0,8.0,1.0,23,4584,No,2016,Sí,59,,10.99
P1413,Ciencia de la Computación,3,10.21,17.05,20,88.0,Sí,Sí,2.0,3.0,2.0,21,1659,No,2020,Sí,0,,6.1
P1414,Ciencia de la Computación,2,13.29,16.32,11,90.0,No,Sí,3.0,3.0,1.0,19,2852,No,2020,Sí,50,,7.69
P1415,Ingeniería de Software,2,15.31,15.95,11,90.0,No,No,3.0,3.0,1.0,19,2247,No,2020,Sí,34,,13.07
P1416,Ingeniería de Software,5,11.29,16.16,87,88.0,No,Sí,3.0,8.0,3.0,20,4112,No,2021,Sí,77,,5.06
P1417,Ingeniería de Sistemas,8,18.5,19.79,93,90.0,No,No,4.0,1.0,2.0,22,1783,No,2018,No,33,Falta de motivación,11.18
P1418,Ingeniería de Software,2,18.58,19.36,11,100.0,No,No,3.0,5.0,2.0,21,1722,No,2021,No,46,Salud u otros,11.2
P1419,Ingeniería de Sistemas,4,13.6,14.64,25,85.0,No,Sí,3.0,3.0,2.0,20,2119,No,2020,Sí,33,,8.66
P1420,Ingeniería de Software,7,15.18,20.0,139,100.0,No,No,7.0,2.0,3.0,20,4644,No,2020,Sí,58,,11.23
P1421,Ingeniería de Software,9,9.93,17.54,138,100.0,No,Sí,4.0,6.0,2.0,20,3437,No,2020,No,46,Problemas económicos,7.28
P1422,Ingeniería de Software,3,12.95,16.28,24,100.0,No,Sí,2.0,3.0,1.0,22,2920,No,2020,Sí,47,,5.47
P1423,Ingeniería de Sistemas,2,15.12,16.24,11,90.0,No,Sí,2.0,3.0,2.0,21,1732,No,2020,No,35,Falta de motivación,8.92
P1424,Ciencia de la Computación,7,7.53,12.57,136,100.0,No,Sí,2.0,3.0,2.0,20,3513,No,2020,Sí,55,,6.09
P1425,Ingeniería de Software,9,7.01,10.62,40,70.0,Sí,Sí,1.0,3.0,1.0,24,1607,No,2018,Sí,15,,8.57
P1426,Ingeniería de Sistemas,8,12.79,15.63,126,85.0,No,Sí,3.0,1.0,2.0,23,2840,No,2017,Sí,46,,8.74
P1427,Ciencia de la Computación,8,7.14,13.11,143,100.0,Sí,Sí,2.0,2.0,2.0,25,5128,No,2018,Sí,39,,5.87
P1428,Ciencia de la Computación,8,12.5,16.67,88,80.0,No,Sí,3.0,2.0,2.0,21,2140,No,2019,No,32,Exceso de carga laboral,9.03
P1429,Ingeniería de Software,5,12.5,15.34,66,100.0,No,Sí,2.0,4.0,2.0,21,3742,No,2021,Sí,57,,10.41
P1430,Ingeniería de Sistemas,2,19.64,18.86,11,100.0,No,No,4.0,2.0,12.0,21,1806,No,2020,Sí,44,,14.5
P1431,Ingeniería de Sistemas,8,14.82,15.86,88,100.0,No,No,3.0,4.0,2.0,22,3028,No,2019,Sí,52,,11.75
P1432,Ciencia de la Computación,4,14.74,16.39,36,80.0,No,Sí,2.0,2.0,6.0,22,1452,No,2018,Sí,12,,10.54
P1433,Ingeniería de Sistemas,2,13.34,15.49,11,80.0,No,Sí,5.0,7.0,2.0,20,3751,No,2019,Sí,34,,10.89
P1434,Ingeniería de Sistemas,10,9.59,15.86,99,80.0,Sí,Sí,5.0,6.0,3.0,21,10000,No,2020,Sí,89,,6.4
P1435,Ingeniería de Sistemas,4,8.76,15.06,89,70.0,No,Sí,5.0,6.0,2.0,20,3990,No,2020,Sí,46,,3.2674549926237617
P1436,Ciencia de la Computación,8,9.42,14.92,143,100.0,Sí,Sí,2.0,3.0,4.0,22,7654,No,2019,Sí,78,,7.13
P1437,Ingeniería de Sistemas,4,17.7,18.94,35,90.0,No,No,7.0,3.0,1.0,19,3795,No,2020,Sí,52,,14.7
P1438,Ciencia de la Computación,1,0.0,0.0,0,100.0,Sí,Sí,2.0,1.0,1.0,20,10000,No,2020,Sí,88,,1.75
P1439,Ingeniería de Sistemas,2,12.74,14.04,12,90.0,No,Sí,2.0,6.0,0.0,20,2275,No,2020,Sí,44,,10.49
P1440,Ciencia de la Computación,2,16.75,16.13,11,90.0,No,No,4.0,1.0,1.0,19,2522,No,2020,No,55,Salud u otros,12.99
P1441,Ingeniería de Software,8,13.38,14.22,115,99.0,No,Sí,5.0,5.0,2.0,24,3122,No,2014,No,55,Exceso de carga laboral,10.67
P1442,Ingeniería de Software,6,13.63,19.44,75,100.0,No,No,5.0,3.0,2.0,21,2568,No,2021,No,62,Falta de motivación,12.08
P1443,Ingeniería de Sistemas,10,16.01,16.89,110,98.0,No,No,6.0,6.0,3.0,23,3091,No,2018,Sí,48,,13.07
P1444,Ingeniería de Software,8,18.17,18.4,141,96.0,No,No,3.0,3.0,2.0,23,1117,No,2018,Sí,15,,15.34
P1445,Ingeniería de Sistemas,8,19.32,18.73,87,97.0,No,No,2.0,3.0,1.0,21,1103,No,2019,Sí,29,,13.6
P1446,Ingeniería de Software,2,19.33,19.46,12,100.0,No,No,6.0,1.0,2.0,23,1832,No,2020,Sí,46,,15.62
P1447,Ingeniería de Software,2,15.05,14.33,11,90.0,No,Sí,2.0,5.0,2.0,22,1612,No,2020,No,34,Falta de motivación,10.52
P1448,Ingeniería de Software,4,15.98,17.41,25,100.0,No,No,4.0,4.0,2.0,20,3666,No,2020,Sí,64,,14.26
P1449,Ingeniería de Software,3,10.31,11.0,25,88.0,Sí,Sí,2.0,1.0,1.0,21,2064,No,2019,No,26,Exceso de carga laboral,6.69
P1450,Ciencia de la Computación,10,11.75,19.07,144,77.0,No,Sí,5.0,8.0,2.0,22,6256,No,2018,Sí,82,,10.56
P1451,Ingeniería de Sistemas,7,11.48,17.41,144,46.0,No,Sí,3.0,3.0,2.0,24,4256,No,2019,Sí,58,,7.02
P1452,Ingeniería de Sistemas,10,9.16,14.78,79,80.0,Sí,Sí,2.0,1.0,1.0,22,3501,No,2017,Sí,26,,7.55
P1453,Ingeniería de Software,4,10.69,18.12,45,100.0,No,Sí,4.0,8.0,2.0,19,4623,No,2021,Sí,84,,4.06
P1454,Ingeniería de Sistemas,4,13.79,16.21,36,85.0,No,Sí,3.0,4.0,2.0,21,2496,No,2020,Sí,48,,7.56
P1455,Ingeniería de Software,8,7.88,11.18,105,65.0,No,Sí,4.0,4.0,2.0,20,5555,No,2020,Sí,79,,4.98
P1456,Ciencia de la Computación,7,18.74,17.13,89,95.0,No,Sí,3.0,2.0,1.0,21,3314,No,2019,No,38,Bajo rendimiento,9.81
P1457,Ingeniería de Software,2,19.53,18.97,11,99.0,No,Sí,1.0,4.0,2.0,20,2190,No,2020,Sí,28,,8.74
P1458,Ciencia de la Computación,9,7.49,13.86,121,87.0,No,Sí,3.0,2.0,4.0,25,8393,No,2018,Sí,100,,5.95
P1459,Ingeniería de Sistemas,4,15.71,16.31,25,100.0,No,Sí,4.0,4.0,2.0,20,3517,No,2020,Sí,58,,9.67
P1460,Ingeniería de Software,2,17.91,18.81,12,98.0,No,No,2.0,3.0,1.0,21,7309,No,2020,Sí,90,,13.55
P1461,Ingeniería de Software,6,7.28,13.42,71,100.0,Sí,Sí,3.0,2.0,2.0,22,5700,No,2021,Sí,61,,4.35
P1462,Ingeniería de Sistemas,7,15.33,18.55,66,100.0,No,Sí,1.0,2.0,2.0,23,3555,No,2019,Sí,56,,10.34
P1463,Ingeniería de Sistemas,4,12.35,17.0,36,80.0,No,Sí,2.0,2.0,6.0,22,998,No,2018,Sí,12,,5.77
P1464,Ingeniería de Sistemas,7,17.68,18.88,87,60.0,No,Sí,0.0,6.0,0.0,22,2187,No,2019,Sí,17,,9.59
P1465,Ingeniería de Software,5,8.5,13.9,58,100.0,No,Sí,3.0,2.0,1.0,20,4432,No,2021,Sí,67,,5.43
P1466,Ingeniería de Software,8,12.81,16.46,75,90.0,No,Sí,3.0,5.0,2.0,24,1499,No,2016,No,35,Salud u otros,8.43
P1467,Ingeniería de Sistemas,8,14.19,15.77,88,80.0,No,Sí,3.0,2.0,2.0,21,1717,No,2019,No,35,Bajo rendimiento,4.58
P1468,Ingeniería de Sistemas,4,14.09,15.04,36,100.0,No,No,3.0,2.0,3.0,25,2557,No,2020,Sí,49,,13.41
P1469,Ingeniería de Sistemas,3,16.84,15.02,23,80.0,No,No,2.0,5.0,2.0,21,2346,No,2020,No,26,Salud u otros,14.19
P1470,Ciencia de la Computación,10,9.87,15.29,79,80.0,No,Sí,2.0,1.0,1.0,22,3180,No,2017,Sí,39,,5.36
P1471,Ingeniería de Sistemas,2,10.06,9.0,6,85.0,Sí,Sí,3.0,2.0,1.0,19,10000,No,2020,Sí,78,,5.56
P1472,Ciencia de la Computación,7,6.2,12.67,97,95.0,No,Sí,2.0,2.0,3.0,20,4996,No,2021,No,56,Exceso de carga laboral,4.01
P1473,Ingeniería de Sistemas,7,12.33,14.36,115,87.0,No,Sí,2.0,1.0,1.0,21,2192,No,2018,No,34,Exceso de carga laboral,7.52
P1474,Ingeniería de Software,6,7.03,14.3,61,95.0,No,Sí,2.0,8.0,1.0,22,3508,No,2020,Sí,41,,6.48
P1475,Ingeniería de Software,9,12.93,15.44,136,100.0,No,Sí,2.0,1.0,3.0,23,5728,No,2017,Sí,78,,9.63
P1476,Ingeniería de Sistemas,10,12.65,17.68,128,95.0,No,Sí,2.0,3.0,1.0,22,1233,No,2019,Sí,35,,7.96
P1477,Ingeniería de Sistemas,9,14.66,18.47,143,100.0,No,Sí,5.0,5.0,1.0,22,8141,No,2018,Sí,100,,10.31
P1478,Ciencia de la Computación,8,19.19,18.8,89,99.0,No,No,5.0,3.0,1.0,21,786,No,2019,No,19,Salud u otros,12.9
P1479,Ingeniería de Software,7,10.98,15.35,98,86.0,No,Sí,3.0,6.0,3.0,21,4600,No,2019,Sí,65,,9.96
P1480,Ingeniería de Software,8,10.06,14.16,119,86.0,No,Sí,3.0,9.0,2.0,20,2739,No,2020,Sí,37,,4.61
P1481,Ingeniería de Software,7,16.04,14.96,80,80.0,No,Sí,2.0,2.0,1.0,22,2136,No,2019,Sí,36,,7.48
P1482,Ingeniería de Sistemas,9,12.61,18.93,144,100.0,No,Sí,3.0,3.0,2.0,23,5935,No,2019,Sí,79,,7.73
P1483,Ingeniería de Software,8,12.1,16.49,88,95.0,No,Sí,2.0,3.0,3.0,20,1418,No,2019,No,11,Exceso de carga laboral,7.86
P1484,Ingeniería de Software,2,18.22,18.54,14,90.0,No,No,5.0,3.0,1.0,20,600,No,2020,Sí,25,,11.31
P1485,Ingeniería de Sistemas,2,11.77,14.76,11,90.0,No,Sí,1.0,1.0,2.0,19,1218,No,2020,Sí,31,,10.69
P1486,Ingeniería de Sistemas,10,12.46,17.61,45,80.0,No,Sí,1.0,2.0,1.0,24,5739,No,2019,Sí,82,,9.65
P1487,Ingeniería de Sistemas,2,19.59,19.12,12,98.0,No,No,2.0,1.0,1.0,20,3200,No,2020,Sí,45,,13.74
P1488,Ingeniería de Software,9,8.76,12.99,101,100.0,Sí,Sí,2.0,3.0,4.0,20,4800,No,2020,Sí,64,,9.89
P1489,Ciencia de la Computación,8,12.24,19.08,98,100.0,No,Sí,3.0,3.0,2.0,20,5246,No,2021,Sí,76,,9.96
P1490,Ingeniería de Sistemas,8,11.79,12.38,126,90.0,No,Sí,1.0,2.0,2.0,25,4757,No,2016,Sí,73,,6.9
P1491,Ingeniería de Software,8,9.25,13.62,88,34.0,Sí,Sí,2.0,2.0,3.0,20,3925,No,2020,Sí,18,,9.6
P1492,Ingeniería de Sistemas,10,15.39,17.3,120,95.0,No,Sí,2.0,1.0,2.0,23,3294,No,2017,Sí,44,,9.32
P1493,Ingeniería de Sistemas,9,12.89,17.11,130,67.0,No,No,3.0,1.0,2.0,20,5475,No,2020,Sí,75,,11.72
P1494,Ingeniería de Sistemas,3,8.38,15.25,29,80.0,No,Sí,4.0,7.0,1.0,20,8016,No,2020,Sí,84,,7.49
P1495,Ingeniería de Software,8,11.67,17.21,143,100.0,No,No,3.0,1.0,4.0,24,7993,No,2019,No,92,Falta de motivación,12.63
P1496,Ingeniería de Software,10,12.44,15.77,136,75.0,No,Sí,2.0,1.0,3.0,23,1896,No,2017,Sí,40,,8.3
P1497,Ingeniería de Sistemas,1,13.15,16.73,11,100.0,No,Sí,4.0,2.0,2.0,22,1121,No,2020,No,47,Falta de motivación,7.46
P1498,Ingeniería de Sistemas,3,19.72,18.15,35,90.0,No,No,1.0,2.0,1.0,21,2049,No,2020,Sí,36,,13.13
P1499,Ciencia de la Computación,1,0.45,0.0,0,100.0,Sí,Sí,1.0,1.0,2.0,20,8943,No,2021,Sí,85,,4.44
P1500,Ingeniería de Sistemas,1,2.02,0.0,0,98.0,Sí,Sí,1.0,2.0,2.0,20,917,No,2020,No,12,Problemas económicos,3.77
P1501,Ingeniería de Software,10,8.07,13.38,140,45.0,Sí,Sí,4.0,7.0,2.0,25,3711,No,2019,No,33,Falta de motivación,6.94
P1502,Ingeniería de Sistemas,10,12.98,17.49,140,96.0,No,No,4.0,3.0,3.0,23,1849,No,2019,Sí,39,,11.07
P1503,Ciencia de la Computación,9,16.86,17.73,119,96.0,No,Sí,3.0,5.0,3.0,23,1159,No,2017,No,32,Exceso de carga laboral,7.79
P1504,Ingeniería de Software,9,12.52,15.7,126,85.0,No,Sí,3.0,1.0,2.0,23,2821,No,2017,Sí,41,,7.77
P1505,Ingeniería de Software,5,9.7,15.08,58,100.0,No,Sí,3.0,2.0,1.0,20,3957,No,2021,No,64,Bajo rendimiento,6.86
P1506,Ingeniería de Sistemas,8,16.6,16.61,85,100.0,No,Sí,6.0,2.0,3.0,21,3807,No,2019,No,51,Exceso de carga laboral,10.92
P1507,Ingeniería de Sistemas,7,11.01,15.11,107,100.0,No,Sí,3.0,7.0,3.0,22,10000,No,2020,Sí,96,,7.98
P1508,Ingeniería de Sistemas,8,12.78,18.81,137,88.0,No,Sí,4.0,7.0,3.0,20,5677,No,2020,Sí,76,,2.4011399190654883
P1509,Ciencia de la Computación,9,10.86,16.73,113,100.0,No,Sí,2.0,3.0,2.0,20,9679,No,2020,Sí,99,,7.34
P1510,Ingeniería de Software,4,16.24,18.63,25,100.0,No,Sí,1.0,2.0,0.0,20,4457,No,2020,Sí,65,,9.97
P1511,Ingeniería de Sistemas,7,8.55,15.38,101,55.0,No,Sí,5.0,4.0,2.0,20,3091,No,2020,Sí,23,,8.6
P1512,Ingeniería de Sistemas,4,16.49,17.51,33,90.0,No,Sí,7.0,1.0,9.0,20,2362,No,2020,Sí,31,,10.81
P1513,Ingeniería de Sistemas,10,13.46,14.52,126,100.0,No,No,2.0,1.0,2.0,22,2325,No,2018,Sí,46,,12.75
P1514,Ingeniería de Software,8,13.16,16.13,88,95.0,No,Sí,3.0,2.0,2.0,21,3631,No,2019,Sí,52,,9.76
P1515,Ingeniería de Software,3,17.19,15.85,25,95.0,No,No,4.0,5.0,2.0,21,4133,No,2020,Sí,62,,11.06
P1516,Ingeniería de Software,2,9.44,11.25,14,95.0,No,Sí,2.0,1.0,1.0,22,1731,No,2015,Sí,38,,8.17
P1517,Ciencia de la Computación,7,11.84,12.17,65,80.0,No,Sí,2.0,1.0,1.0,20,1950,No,2019,Sí,30,,6.33
P1518,Ciencia de la Computación,3,17.8,18.91,25,98.0,No,No,4.0,2.0,3.0,21,3573,No,2019,No,54,Exceso de carga laboral,11.88
P1519,Ciencia de la Computación,4,11.1,13.78,35,90.0,No,Sí,4.0,2.0,2.0,22,2343,No,2020,Sí,42,,7.07
P1520,Ingeniería de Software,7,10.23,18.13,111,100.0,No,Sí,5.0,10.0,1.0,23,3748,No,2019,Sí,60,,7.84
P1521,Ingeniería de Sistemas,6,6.8,14.11,89,60.0,No,Sí,5.0,9.0,2.0,21,6337,No,2020,Sí,69,,2.29
P1522,Ingeniería de Sistemas,2,20.0,20.0,28,90.0,No,No,9.0,3.0,2.0,21,2716,No,2020,Sí,47,,14.16
P1523,Ciencia de la Computación,9,18.27,18.87,130,100.0,No,No,1.0,2.0,2.0,25,10000,No,2016,Sí,99,,15.52
P1524,Ingeniería de Sistemas,7,6.91,14.7,88,100.0,Sí,Sí,3.0,5.0,1.0,23,10000,No,2017,Sí,100,,6.94
P1525,Ingeniería de Software,2,20.0,19.79,11,80.0,No,Sí,2.0,1.0,3.0,22,1589,No,2016,Sí,22,,10.35
P1526,Ciencia de la Computación,8,13.67,16.74,88,95.0,No,Sí,4.0,2.0,2.0,21,1840,No,2019,Sí,40,,10.01
P1527,Ingeniería de Sistemas,8,13.83,15.24,88,85.0,No,No,3.0,8.0,1.0,21,1127,No,2019,Sí,19,,11.69
P1528,Ciencia de la Computación,8,13.12,15.99,88,100.0,No,Sí,4.0,1.0,1.0,21,3131,No,2019,Sí,55,,10.75
P1529,Ciencia de la Computación,9,13.45,19.09,136,100.0,No,No,4.0,2.0,3.0,21,4193,No,2018,Sí,52,,14.41
P1530,Ingeniería de Sistemas,9,16.71,11.44,90,50.0,No,Sí,5.0,10.0,2.0,20,2956,No,2019,Sí,41,,6.61
P1531,Ingeniería de Sistemas,8,13.41,14.2,75,98.0,No,Sí,3.0,2.0,2.0,20,10000,No,2018,Sí,88,,10.72
P1532,Ciencia de la Computación,10,7.56,13.35,107,35.0,Sí,Sí,5.0,11.0,2.0,23,2549,No,2018,Sí,12,,8.02
P1533,Ingeniería de Sistemas,2,19.78,18.81,11,100.0,No,No,3.0,4.0,2.0,20,2309,No,2020,Sí,46,,11.03
P1534,Ingeniería de Sistemas,2,10.5,9.92,11,90.0,No,Sí,3.0,4.0,0.0,21,2001,No,2019,Sí,46,,10.46
P1535,Ingeniería de Software,8,13.32,19.46,140,100.0,No,Sí,1.0,8.0,2.0,24,1979,No,2018,Sí,29,,7.86
P1536,Ingeniería de Sistemas,8,8.51,13.49,104,89.0,Sí,Sí,3.0,7.0,1.0,23,4409,No,2019,Sí,37,,5.88
P1537,Ingeniería de Software,2,18.91,18.75,12,100.0,No,No,3.0,2.0,1.0,20,1538,No,2020,Sí,47,,11.84
P1538,Ingeniería de Software,9,8.51,14.09,97,78.0,Sí,Sí,4.0,2.0,4.0,20,2779,No,2020,No,24,Salud u otros,5.68
P1539,Ingeniería de Software,9,7.42,12.99,139,50.0,No,Sí,1.0,2.0,2.0,21,3508,No,2021,Sí,42,,6.9
P1540,Ingeniería de Sistemas,8,17.29,15.92,75,90.0,No,No,8.0,4.0,5.0,22,2260,No,2018,No,60,Salud u otros,11.79
P1541,Ciencia de la Computación,2,12.44,12.69,12,90.0,No,Sí,3.0,5.0,1.0,20,1242,No,2020,Sí,25,,9.04
P1542,Ciencia de la Computación,8,13.72,19.58,119,100.0,No,Sí,5.0,4.0,3.0,21,6026,No,2019,Sí,89,,8.84
P1543,Ingeniería de Sistemas,7,8.58,14.14,97,60.0,No,Sí,2.0,4.0,2.0,22,3803,No,2019,No,53,Salud u otros,9.29
P1544,Ciencia de la Computación,10,19.8,17.71,128,87.0,No,No,2.0,1.0,3.0,25,2477,No,2017,Sí,46,,13.17
P1545,Ingeniería de Sistemas,10,12.63,18.99,116,100.0,No,Sí,5.0,2.0,2.0,25,2319,No,2018,Sí,34,,6.36
P1546,Ingeniería de Sistemas,2,12.75,14.56,11,100.0,No,Sí,4.0,4.0,1.0,20,4830,No,2020,Sí,83,,10.2
P1547,Ingeniería de Software,5,12.76,18.34,39,100.0,No,Sí,1.0,7.0,1.0,22,2581,No,2020,Sí,52,,7.58
P1548,Ingeniería de Sistemas,8,7.55,12.34,107,35.0,No,Sí,5.0,11.0,2.0,23,2618,No,2018,Sí,27,,6.33
P1549,Ingeniería de Sistemas,8,18.2,18.52,85,94.0,No,Sí,3.0,4.0,2.0,21,1876,No,2019,Sí,33,,8.29
P1550,Ingeniería de Sistemas,7,13.45,18.52,88,100.0,No,Sí,5.0,4.0,1.0,20,4965,No,2019,Sí,85,,8.37
P1551,Ingeniería de Sistemas,10,13.28,20.0,136,100.0,No,No,4.0,2.0,3.0,21,3998,No,2018,Sí,64,,11.02
P1552,Ingeniería de Sistemas,6,6.5,12.3,92,100.0,Sí,Sí,3.0,5.0,1.0,21,9950,No,2020,Sí,90,,2.81
P1553,Ingeniería de Software,10,13.93,18.77,140,86.0,No,Sí,2.0,2.0,2.0,25,7088,No,2019,Sí,91,,8.05
P1554,Ingeniería de Sistemas,3,17.68,14.81,23,90.0,No,No,2.0,3.0,2.0,20,1093,No,2020,Sí,35,,15.16
P1555,Ingeniería de Sistemas,8,13.81,19.32,100,100.0,No,Sí,3.0,3.0,4.0,20,10000,No,2020,Sí,100,,7.86
P1556,Ingeniería de Software,10,16.37,18.17,88,90.0,No,Sí,4.0,1.0,1.0,20,2477,No,2019,No,42,Bajo rendimiento,9.6
